,电影名称,评分,类型,制片国家/地区,时间,票房（万）,国产
0,卧虎藏龙：青冥宝剑 Crouching Tiger,4.9,剧情 / 动作 / 武侠 / 古装,中国大陆/美国,2016,25609.0,1.0
1,屠魔战士 I,5.4,动作 / 科幻 / 奇幻 / 惊悚,美国/澳大利亚,2015,4693.0,0.0
2,三块广告牌 Three Billboards Outside Ebbing,8.7,剧情 / 犯罪,英国/美国,2018,6433.0,0.0
3,催眠大师,7.6,悬疑 / 惊悚,中国大陆,2014,27186,1.0
4,2012,8.0,科幻 / 灾难,美国/加拿大,2009,46600.0,0.0
5,变形金刚2 Transformers: Revenge of the Fallen,7.8,动作 / 科幻,美国,2009,42800.0,0.0
6,建国大业,7.7,动作 / 剧情 / 历史,中国香港/中国大陆,2009,29300.0,1.0
7,三枪拍案惊奇,4.7,喜剧 / 悬疑 / 古装,中国大陆/中国香港,2009,26100.0,1.0
8,赤壁(下),6.4,动作 / 历史 / 战争 / 古装,中国大陆/中国香港/日本/中国台湾/韩国,2009,25900.0,1.0
9,风声,8.4,犯罪 / 剧情 / 惊悚 / 战争,中国大陆,2009,21600.0,1.0
10,南京！南京！,7.6,剧情 / 历史 / 战争,中国大陆/中国香港,2009,17200.0,1.0
11,冰川时代3 Ice Age: Dawn of the Dinosaurs,8.3,喜剧 / 动画 / 冒险,美国,2009,15300.0,0.0
12,哈利·波特与混血王子 Harry Potter and the Half-Blood Prince,8.3,奇幻 / 冒险,英国/美国,2009,15600.0,0.0
13,特种部队：眼镜蛇的崛起 G.I. Joe: The Rise of Cobra,7.3,动作 / 科幻,美国,2009,13100.0,0.0
14,博物馆奇妙夜2 Night at the Museum: Battle of the Smithsonian,7.2,喜剧 / 动作 / 奇幻 / 冒险,美国/加拿大,2009,12100.0,0.0
15,游龙戏凤 遊龍戲鳳,6.0,爱情,中国香港,2009,10200.0,1.0
16,终结者2018 Terminator Salvation,6.7,动作 / 冒险 / 科幻 / 惊悚,美国/德国/英国/意大利,2009,11200.000000000002,0.0
17,疯狂的赛车,8.3,动作 / 冒险 / 喜剧,中国大陆,2009,10900.0,1.0
18,大内密探灵灵狗 大內密探靈靈狗,5.2,喜剧 / 动作 / 武侠 / 古装,中国香港/中国大陆/中国台湾,2009,9940.0,1.0
19,非常完美,5.9,喜剧 / 爱情,中国大陆/韩国,2009,9400.0,1.0
20,喜羊羊与灰太狼之牛气冲天,7.0,儿童 / 喜剧 / 动画,中国大陆,2009,7599.0,1.0
21,飞屋环游记 Up,9.1,剧情 / 喜剧 / 动画 / 冒险,美国,2009,9076.0,0.0
22,花木兰,6.2,冒险 / 剧情 / 爱情,中国大陆/中国香港,2009,8322.0,1.0
23,窃听风云 竊聽風雲,7.6,动作 / 剧情 / 惊悚,中国香港/中国大陆/新加坡,2009,8660.0,1.0
24,金刚狼 X-Men Origins: Wolverine,7.6,动作 / 科幻,美国/英国,2009,7889.0,0.0
25,麦兜响当当 麥兜響當當,7.6,动画 / 喜剧,中国大陆/中国香港,2009,7060.0,1.0
26,刺陵,3.9,动作 / 冒险,中国大陆/中国台湾/中国香港,2009,6775.0,1.0
27,七龙珠 Dragonball Evolution,3.7,动作 / 冒险 / 奇幻 / 科幻 / 惊悚,美国/中国香港/英国,2009,6215.0,1.0
28,风云Ⅱ 風雲Ⅱ,5.1,动作 / 冒险 / 奇幻,中国香港/中国大陆,2009,5953.0,1.0
29,星际迷航 Star Trek,8.1,动作 / 冒险 / 科幻,美国/德国,2009,5855.0,0.0
30,玩命快递3 Transporter 3,7.1,动作 / 犯罪,法国,2009,5845.0,0.0
31,行动目标希特勒 Valkyrie,7.2,剧情 / 历史 / 战争,美国/德国,2009,5650.0,0.0
32,贫民窟的百万富翁 Slumdog Millionaire,8.6,剧情 / 爱情,英国,2009,5370.0,0.0
33,机器侠,5.3,动作 / 喜剧 / 爱情 / 科幻,中国大陆,2009,5154.0,1.0
34,就是这样 This Is It,8.8,纪录片 / 音乐,美国,2009,4826.0,0.0
35,阿童木 Astro Boy,6.9,动画 / 动作 / 家庭 / 科幻,中国香港/美国/日本,2009,4545.0,1.0
36,气喘吁吁,4.0,喜剧 / 剧情,中国大陆,2009,4070.0,1.0
37,家有喜事2009,5.5,喜剧,中国香港,2009,4050.0,1.0
38,马达加斯加2：逃往非洲 Madagascar: Escape 2 Africa,7.8,动画 / 动作 / 冒险 / 喜剧 / 家庭,美国,2009,3400.0,0.0
39,大战外星人 Monsters vs. Aliens,6.9,动画 / 动作 / 冒险 / 喜剧 / 家庭 / 科幻,美国,2009,3220.0,0.0
40,"速度与激情4 Fast &amp, Furious",7.8,动作 / 犯罪,美国,2009,3015.0,0.0
41,地铁惊魂 The Taking of Pelham 123,6.7,剧情 / 动作 / 犯罪,美国/英国,2009,3015.0,0.0
42,豚鼠特攻队 G-Force,6.9,动作 / 动画 / 冒险,美国,2009,2655.0,0.0
43,东邪西毒 東邪西毒,8.6,剧情 / 动作 / 爱情 / 武侠 / 古装,中国香港/中国台湾,2009,2650.0,1.0
44,时空穿越者 Les deux mondes,6.1,喜剧 / 奇幻,法国,2009,2604.0,0.0
45,铁人,6.9,剧情,中国大陆,2009,2024.0,1.0
46,白银帝国,6.3,剧情 / 历史 / 古装,中国大陆/中国台湾/中国香港,2009,2230.0,1.0
47,"超级女特工 Les femmes de l&#39,ombre",7.1,剧情 / 历史 / 战争,法国,2009,2200.0,0.0
48,爱得起,5.7,喜剧 / 爱情,中国香港/中国大陆,2009,2150.0,1.0
49,倔强萝卜,5.4,喜剧 / 犯罪,中国大陆,2009,2135.0,1.0
50,海角七号 海角七號,7.6,喜剧 / 剧情 / 爱情,中国台湾,2009,2065.0,1.0
51,熊猫大侠,4.4,喜剧 / 动作 / 武侠 / 古装,中国大陆,2009,2000.0,1.0
52,海云台 ???,6.5,剧情 / 动作 / 灾难,韩国,2009,855.0,0.0
53,国家要案 State of Play,7.0,剧情 / 悬疑 / 惊悚,美国/英国/法国,2009,1585.0,0.0
54,澳洲乱世情 Australia,7.3,冒险 / 剧情 / 历史 / 爱情 / 战争,澳大利亚/美国,2009,1650.0,0.0
55,扑克王 撲克王,5.5,喜剧,中国香港,2009,1479.0,1.0
56,寻找成龙,4.0,儿童 / 喜剧 / 动作 / 家庭,中国大陆,2009,1435.0,1.0
57,高考1977,7.2,剧情,中国大陆,2009,1390.0,1.0
58,护宝娇娃 Скалолазка,4.3,动作 / 冒险,俄罗斯,2009,1380.0,0.0
59,午夜出租车,3.8,恐怖,中国大陆,2009,1290.0,1.0
60,第九区 District 9,8.3,动作 / 剧情 / 科幻 / 惊悚,美国/新西兰/加拿大/南非,2009,1270.0,0.0
61,特工008 Непобедимый,5.8,动作,俄罗斯,2009,1210.0,0.0
62,追影,4.4,动作 / 喜剧,中国/中国香港,2009,1220.0,1.0
63,夜·店,6.8,喜剧,中国大陆,2009,1190.0,1.0
64,斗牛,8.2,剧情 / 喜剧,中国大陆,2009,1110.0,1.0
65,沂蒙六姐妹,7.8,剧情 / 战争,中国大陆,2009,1010.0,1.0
66,狼灾记,4.4,剧情,中国大陆/日本/中国香港/美国/新加坡,2009,1020.0,1.0
67,伯纳德行动 Die F?lscher,7.9,犯罪 / 剧情 / 战争,德国/奥地利,2009,987.0,0.0
68,熊猫回家路,6.9,家庭,中国大陆,2009,960.0,1.0
69,麦田,5.0,动作 / 剧情 / 历史,中国大陆,2009,940.0,1.0
70,火星没事,4.9,喜剧 / 儿童,中国大陆,2009,935.0,1.0
71,拉贝日记 John Rabe,7.5,传记 / 剧情 / 历史 / 战争,法国/中国大陆/德国,2009,930.0,1.0
72,红河,7.2,剧情 / 爱情,中国大陆,2009,840.0,1.0
73,马兰花,5.1,剧情 / 动画,中国大陆,2009,795.0,1.0
74,恋爱前规则,5.1,剧情 / 喜剧 / 爱情,中国大陆,2009,730.0,1.0
75,仙境之桥 Bridge to Terabithia,7.9,剧情 / 奇幻 / 冒险,美国,2009,470.0,0.0
76,完美新娘,5.8,动作 / 犯罪 / 剧情,中国香港,2009,610.0,1.0
77,哆啦A梦：大雄与绿巨人传 映画ドラえもん のび太と緑の巨人伝,7.6,动画,日本,2009,590.0,0.0
78,惊天动地,6.9,剧情,中国大陆,2009,580.0,1.0
79,爱有来生,7.7,剧情 / 爱情,中国大陆,2009,484.0,1.0
80,秋喜,5.9,剧情 / 悬疑 / 惊悚,中国大陆,2009,455.0,1.0
81,真爱之吻 Penelope,6.7,喜剧 / 奇幻 / 爱情,英国/美国,2009,450.0,0.0
82,神兵小将,8.8,动画 / 奇幻,中国大陆,2009,400.0,1.0
83,隋朝来客,4.7,剧情 / 喜剧,中国大陆,2009,325.0,1.0
84,袁崇焕,7.2,历史,中国大陆,2009,315.0,1.0
85,战·无双 戰?無雙,3.9,动作 / 剧情,中国香港/中国大陆,2009,242.0,1.0
86,我的唐朝兄弟,6.7,动作,中国大陆,2009,211.0,1.0
87,麋鹿王,6.1,动画,中国大陆,2009,210.0,1.0
88,皇家刺青,4.7,剧情 / 悬疑 / 武侠 / 古装,中国,2009,65.0,1.0
89,七天爱上你,5.6,剧情 / 喜剧 / 爱情,中国,2009,153.0,1.0
90,夜玫瑰,6.6,喜剧 / 剧情 / 爱情,中国大陆,2009,120.0,1.0
91,末路雷霆 Dòng máu anh hùng,6.4,动作 / 剧情 / 爱情,越南,2009,130.0,0.0
92,精灵女孩小卓玛,6.8,动画 / 奇幻,中国,2009,117.0,1.0
93,我的机器人女友 僕の彼女はサイボーグ,7.5,喜剧 / 爱情 / 科幻,日本,2009,110.0,0.0
94,二十四城记,7.4,剧情,中国大陆/中国香港/日本,2009,110.0,1.0
95,跳出去,5.3,喜剧 / 剧情,中国香港/中国,2009,100.0,1.0
96,替身演员 La doublure,7.1,剧情 / 喜剧,法国/意大利/比利时,2009,88.0,0.0
97,袁隆平,9.0,剧情 / 传记,中国大陆,2009,56.0,1.0
98,喊过岭的故事,6.8,剧情,中国大陆/中国香港,2009,40.0,1.0
99,寻找微尘,6.3,剧情,中国大陆,2009,35.0,1.0
100,绑架冰激凌,4.9,喜剧,中国大陆,2010,255.0,1.0
101,前度,7.0,爱情,中国香港,2010,680.0,1.0
102,午夜心跳,3.3,恐怖,中国大陆,2010,3125.0,1.0
103,火线特攻 Righteous Kill,6.6,剧情 / 犯罪 / 悬疑,美国,2010,700.0,0.0
104,赵氏孤儿,6.0,剧情 / 动作 / 历史 / 武侠 / 古装,中国大陆,2010,19630.0,1.0
105,大笑江湖,4.8,动作 / 爱情 / 武侠 / 古装,中国大陆/中国台湾,2010,15895.0,1.0
106,大玩家,4.6,喜剧,中国大陆,2010,740.0,1.0
107,李小龙我的兄弟,6.3,剧情 / 传记 / 动作 / 爱情,中国大陆/中国香港,2010,1374.0,1.0
108,生化危机4：战神再生 Resident Evil: Afterlife,6.8,动作 / 科幻 / 恐怖,德国/法国/美国/加拿大,2010,14320.0,0.0
109,哈利·波特与死亡圣器(上) Harry Potter and the Deathly Hallows: Part 1,8.5,奇幻 / 冒险,英国/美国,2010,22110.0,0.0
110,爱情36计,5.0,喜剧 / 爱情,中国大陆,2010,480.0,1.0
111,爱出色,5.9,喜剧 / 爱情,中国大陆,2010,1300.0,1.0
112,"猫头鹰王国：守卫者传奇 Legend of the Guardians: The Owls of Ga&#39,Hoole",7.4,动作 / 动画 / 奇幻 / 冒险,美国/澳大利亚,2010,3080.0,0.0
113,危情时速 Unstoppable,7.8,动作 / 惊悚,美国,2010,6752.0,0.0
114,康定情歌,6.7,剧情 / 战争 / 冒险,中国大陆,2010,839.0,1.0
115,功夫·咏春,5.5,动作,中国大陆/中国香港,2010,590.0,1.0
116,我的野蛮女友2,3.8,喜剧 / 爱情,中国大陆,2010,1840.0,1.0
117,跟我的前妻谈恋爱,5.3,剧情 / 爱情,中国大陆/中国香港/韩国,2010,470.0,1.0
118,密室之不可告人,5.7,悬疑 / 惊悚,中国大陆,2010,2109.0,1.0
119,西风烈,6.1,剧情 / 动作 / 犯罪 / 西部,中国大陆,2010,6340.0,1.0
120,爱情维修站,5.6,剧情,中国大陆,2010,670.0,1.0
121,完美嫁衣 抱抱俏佳人,6.5,喜剧 / 爱情,中国香港/中国大陆,2010,1460.0,1.0
122,异空危情,4.0,爱情 / 惊悚 / 情色,中国大陆,2010,120.0,1.0
123,悍将双雄 Jerry Cotton,5.9,喜剧 / 犯罪,德国,2010,340.0,0.0
124,绝命岛,3.2,喜剧,中国大陆,2010,1420.0,1.0
125,魔侠传之唐吉可德,4.4,剧情 / 喜剧 / 动作 / 爱情 / 武侠 / 古装,中国大陆,2010,3552.0,1.0
126,华尔街：金钱永不眠 Wall Street: Money Never Sleeps,6.5,剧情 / 犯罪,美国,2010,4983.0,0.0
127,庐山恋2010,4.8,剧情 / 爱情,中国大陆,2010,427.0,1.0
128,剑雨,7.6,动作 / 爱情 / 武侠 / 古装,中国大陆/中国香港/中国台湾,2010,6600.0,1.0
129,狄仁杰之通天帝国,6.6,动作 / 悬疑 / 古装,中国大陆/中国香港,2010,29550.0,1.0
130,虎王归来 Tiger Returns,4.9,喜剧 / 动画 / 儿童,中国大陆,2010,557.0,1.0
131,精武风云·陈真 精武風雲·陳真,6.1,动作,中国香港/中国大陆,2010,13668.0,1.0
132,大劫难,6.4,剧情 / 战争,中国大陆,2010,166.0,1.0
133,让子弹飞,9.0,剧情 / 喜剧 / 动作 / 西部,中国大陆/中国香港,2010,66470.0,1.0
134,山楂树之恋,7.1,剧情 / 爱情,中国大陆,2010,14413.0,1.0
135,举起手来2：追击阿多丸号,5.4,喜剧,中国大陆,2010,828.0,1.0
136,"魔法师的学徒 The Sorcerer&#39,s Apprentice",6.2,动作 / 冒险 / 喜剧 / 剧情 / 奇幻,美国,2010,6122.0,0.0
137,盗梦空间 Inception,9.4,剧情 / 科幻 / 悬疑 / 冒险,美国/英国,2010,45714.0,0.0
138,最后的风之子 The Last Airbender,5.0,动作 / 冒险 / 家庭 / 奇幻,美国,2010,2991.0,0.0
139,线人 綫人,7.4,动作 / 剧情 / 惊悚,中国香港/中国大陆,2010,4952.0,1.0
140,龙凤店,5.1,喜剧 / 爱情 / 古装,中国香港/中国大陆,2010,2883.0,1.0
141,怪物史瑞克4 Shrek Forever After,7.6,喜剧 / 动作 / 动画 / 冒险,美国,2010,8875.0,0.0
142,敢死队 The Expendables,6.9,动作 / 冒险 / 惊悚,美国/保加利亚/西班牙/德国,2010,21306.0,0.0
143,翡翠明珠,5.2,剧情 / 爱情 / 古装,中国香港/中国大陆,2010,960.0,1.0
144,荒村公寓,3.9,惊悚,中国大陆/中国香港,2010,2360.0,1.0
145,恋爱通告,5.9,喜剧 / 爱情,中国台湾/中国大陆,2010,5455.0,1.0
146,"阿黛拉的非凡冒险 Les aventures extraordinaires d&#39,Adèle Blanc-Sec",6.9,喜剧 / 奇幻 / 冒险,法国/美国,2010,5250.0,0.0
147,全城戒备 全城戒備,4.6,动作 / 科幻 / 惊悚,中国香港/中国大陆,2010,8800.0,1.0
148,第一书记,7.5,传记,中国大陆,2010,1300.0,1.0
149,我的美女老板,4.8,剧情,中国大陆,2010,1090.0,1.0
150,深海探奇 OceanWorld 3D,6.8,纪录片,英国,2010,2070.0,0.0
151,七小罗汉,5.2,喜剧 / 动作,中国大陆,2010,2310.0,1.0
152,黑色闪电 Черная Молния,6.4,动作 / 科幻 / 惊悚,俄罗斯,2010,740.0,0.0
153,非诚勿扰2,6.6,喜剧 / 爱情,中国大陆,2010,47350.0,1.0
154,出水芙蓉,5.1,喜剧 / 运动,中国香港/中国大陆,2010,710.0,1.0
155,长江7号爱地球,6.3,动画,中国大陆/中国香港,2010,1620.0,1.0
156,嘻游记,3.3,喜剧,中国大陆,2010,2770.0,1.0
157,枪王之王,6.7,动作 / 悬疑 / 惊悚,中国香港/中国大陆,2010,12350.000000000002,1.0
158,"80&#39,后",7.0,剧情,中国大陆,2010,1200.0,1.0
159,决战刹马镇,6.1,喜剧 / 西部 / 冒险,中国大陆,2010,4740.0,1.0
160,功夫梦 The Karate Kid,6.4,动作 / 剧情 / 家庭 / 运动,美国/中国大陆,2010,4700.0,1.0
161,"香奈儿秘密情史 Coco Chanel &amp, Igor Stravinsky",6.7,剧情 / 爱情,法国,2010,175.0,0.0
162,活该你单身,5.0,喜剧 / 爱情,中国大陆,2010,440.0,1.0
163,摇摆de婚约,5.7,剧情 / 喜剧,中国大陆,2010,450.0,1.0
164,海洋天堂,8.0,剧情,中国大陆/中国香港,2010,1340.0,1.0
165,谍海风云 Shanghai,5.8,剧情 / 爱情 / 悬疑 / 惊悚,美国/中国大陆/泰国,2010,4600.0,1.0
166,玩具总动员3 Toy Story 3,8.9,喜剧 / 动画 / 奇幻 / 冒险,美国,2010,11090.0,0.0
167,精舞门2,4.7,剧情 / 动作 / 冒险,美国/英国,2010,4500.0,0.0
168,高度怀疑 Beyond a Reasonable Doubt,7.2,犯罪 / 剧情 / 悬疑 / 惊悚,美国,2010,457.0,0.0
169,"特工的特别任务 My Mom&#39,s New Boyfriend",5.9,动作 / 喜剧 / 爱情 / 惊悚,德国/美国,2010,800.0,0.0
170,人在囧途,7.8,喜剧,中国大陆,2010,3690.0,1.0
171,异度公寓,2.7,惊悚,中国大陆,2010,1910.0,1.0
172,超蛙战士之初露锋芒,4.3,科幻 / 动画 / 冒险,中国大陆,2010,730.0,1.0
173,波斯王子：时之刃 Prince of Persia: The Sands of Time,7.2,动作 / 奇幻 / 冒险,美国,2010,16100.000000000002,0.0
174,复兴之路,7.3,音乐 / 歌舞,中国大陆,2010,60.0,1.0
175,决战豪门 Largo Winch,6.1,冒险 / 惊悚,法国/比利时,2010,560.0,0.0
176,地牢围攻 In the Name of the King: A Dungeon Siege Tale,4.9,动作 / 冒险 / 剧情 / 奇幻,德国/加拿大/美国,2010,340.0,0.0
177,终极匹配,3.8,爱情,中国大陆,2010,250.0,1.0
178,夺命手机 Echelon Conspiracy,6.2,动作 / 犯罪 / 悬疑 / 惊悚,美国,2010,1500.0,0.0
179,三笑之才子佳人,3.9,喜剧 / 古装,中国大陆,2010,740.0,1.0
180,钢铁侠2 Iron Man 2,7.7,动作 / 冒险 / 科幻,美国,2010,17270.0,0.0
181,叶问2：宗师传奇 葉問2,7.4,动作 / 传记 / 历史,中国大陆/中国香港,2010,21955.0,1.0
182,孤堡惊情 El orfanato,7.4,剧情 / 悬疑 / 恐怖,西班牙/墨西哥,2010,1250.0,0.0
183,杜拉拉升职记,5.6,喜剧 / 剧情 / 爱情,中国大陆,2010,12453.0,1.0
184,月满轩尼诗 月滿軒尼詩,6.7,喜剧 / 爱情,中国香港,2010,1670.0,1.0
185,孤胆拯救 Direct Contact,4.0,动作 / 惊悚,美国/德国,2010,240.0,0.0
186,未来警察 未來警察,4.1,科幻,中国香港/中国台湾/中国大陆,2010,5790.0,1.0
187,"波西·杰克逊与神火之盗 Percy Jackson &amp, the Olympians: The Lightning Thief",6.1,冒险 / 奇幻,英国/加拿大/美国,2010,2910.0,0.0
188,不要回头 Ne te retourne pas,6.3,剧情 / 恐怖 / 悬疑 / 惊悚,法国/意大利/卢森堡/比利时,2010,700.0,0.0
189,东风雨,5.5,剧情,中国大陆,2010,2932.0,1.0
190,叶问前传,5.8,动作,中国香港/中国大陆,2010,1270.0,1.0
191,美丽密令,5.4,喜剧,中国香港/中国大陆,2010,3620.0,1.0
192,诸神之战 Clash of the Titans,6.2,动作 / 冒险 / 奇幻,美国,2010,16710.0,0.0
193,唐山大地震,7.8,剧情 / 历史 / 灾难,中国大陆/中国香港,2010,64775.0,1.0
194,驯龙高手 How to Train Your Dragon,8.8,动画 / 奇幻 / 冒险,美国,2010,8490.0,0.0
195,越光宝盒,5.3,喜剧 / 爱情 / 奇幻 / 古装,中国大陆/中国香港,2010,12880.0,1.0
196,岁月神偷 歲月神偷,8.7,剧情 / 家庭,中国香港/中国大陆,2010,1530.0,1.0
197,迷魂陷阱 Kandidaten,5.4,惊悚,丹麦,2010,560.0,0.0
198,矮仔多情,6.3,喜剧 / 爱情,中国香港,2010,177.0,1.0
199,铠甲勇士之帝皇侠,7.6,科幻,中国大陆,2010,340.0,1.0
200,全城热恋,6.2,喜剧 / 爱情,中国香港/美国/中国大陆,2010,12750.0,1.0
201,财神到 財神到,5.6,喜剧,中国大陆/中国香港,2010,22380.0,1.0
202,大兵小将,6.8,动作 / 冒险 / 喜剧,中国大陆/中国香港,2010,15380.0,1.0
203,虹猫蓝兔火凤凰,7.5,动画,中国大陆,2010,150.0,1.0
204,鼠来宝2：明星俱乐部 Alvin and the Chipmunks: The Squeakquel,7.2,动画 / 喜剧 / 家庭 / 奇幻 / 音乐,美国,2010,830.0,0.0
205,喜羊羊与灰太狼之虎虎生威,7.6,儿童 / 动画,中国大陆,2010,12470.000000000002,1.0
206,花田喜事2010 花田囍事2010,5.3,喜剧 / 爱情 / 古装,中国大陆/中国香港,2010,5800.0,1.0
207,72家租客,6.7,喜剧,中国香港,2010,3310.0,1.0
208,孔子,5.6,剧情 / 传记 / 历史 / 古装,中国大陆/中国香港,2010,9950.0,1.0
209,大侦探福尔摩斯 Sherlock Holmes,7.7,动作 / 犯罪 / 悬疑,美国/德国/英国/澳大利亚,2010,7380.0,0.0
210,邻家特工 The Spy Next Door,6.4,喜剧 / 动作 / 家庭,美国,2010,6410.0,0.0
211,名侦探柯南：漆黑的追踪者 名探偵コナン 漆黒の追跡者,7.6,动画 / 悬疑,日本,2010,815.0,0.0
212,阿凡达 Avatar,8.8,动作 / 科幻 / 冒险,美国,2010,135000.0,0.0
213,智取威虎山,4.2,历史 / 动画,中国大陆,2011,50.0,1.0
214,极速先锋,3.0,剧情 / 动作 / 爱情,中国大陆/日本,2011,45.0,1.0
215,新月魅影,2.7,悬疑 / 惊悚 / 恐怖,中国大陆,2011,120.0,1.0
216,双人床条约,5.2,喜剧 / 爱情,中国大陆,2011,160.0,1.0
217,2012来了,3.5,剧情 / 喜剧,中国大陆,2011,221.0,1.0
218,玩命狙击 ??????????????????,3.2,动作 / 犯罪,泰国,2011,750.0,0.0
219,极速天使,5.1,剧情 / 动作,中国大陆/中国香港,2011,2390.0,1.0
220,亲密敌人,5.6,剧情 / 爱情,中国大陆,2011,11039.000000000002,1.0
221,不怕贼惦记,4.5,剧情 / 喜剧 / 悬疑,中国大陆,2011,375.0,1.0
222,追爱,6.0,喜剧 / 爱情,中国大陆/中国台湾,2011,480.0,1.0
223,翻滚吧！阿信 翻滾吧！阿信,7.4,剧情 / 喜剧 / 运动,中国台湾,2011,600.0,1.0
224,三傻大闹宝莱坞 3 Idiots,9.2,剧情 / 喜剧 / 爱情 / 歌舞,印度,2011,1370.0,0.0
225,深海之战 7??,5.3,动作 / 科幻 / 悬疑 / 惊悚,韩国,2011,2175.0,0.0
226,龙门飞甲,6.9,剧情 / 动作 / 武侠 / 古装,中国大陆/中国香港,2011,54055.0,1.0
227,金陵十三钗,8.3,剧情 / 历史 / 战争,中国大陆/中国香港,2011,59230.0,1.0
228,午夜凶梦,3.5,悬疑 / 惊悚 / 恐怖,中国大陆,2011,870.0,1.0
229,精英部队2：大敌当前 Tropa de Elite 2 - O Inimigo Agora ? Outro,8.7,剧情 / 动作 / 犯罪 / 惊悚,巴西,2011,910.0,0.0
230,开心魔法,4.5,喜剧 / 奇幻,中国大陆/中国香港,2011,2035.0,1.0
231,驱魔者 Priest,6.1,动作 / 科幻 / 惊悚 / 恐怖,美国,2011,3800.0,0.0
232,东成西就2011,4.0,喜剧 / 动作 / 爱情 / 奇幻 / 音乐,中国大陆/中国香港,2011,8045.0,1.0
233,光棍终结者,4.4,喜剧 / 爱情,中国大陆,2011,142.0,1.0
234,左利军,3.6,动作 / 战争 / 武侠 / 古装,中国大陆/中国香港,2011,3855.0,1.0
235,铁甲钢拳 Real Steel,8.3,剧情 / 动作 / 科幻 / 运动,美国/印度,2011,14320.0,0.0
236,丁丁历险记 The Adventures of Tintin: The Secret of the Unicorn,7.7,动作 / 动画 / 悬疑 / 冒险,美国/新西兰/英国/法国/澳大利亚,2011,13225.0,0.0
237,失恋33天,7.2,剧情 / 爱情,中国大陆,2011,35165.0,1.0
238,夏日恋神马 戀夏戀夏戀戀下,4.0,剧情 / 喜剧 / 爱情,中国香港,2011,115.0,1.0
239,转山,7.9,剧情 / 冒险,中国大陆/中国台湾,2011,490.0,1.0
240,密室之不可靠岸,5.2,剧情 / 犯罪 / 悬疑 / 惊悚,中国大陆,2011,1560.0,1.0
241,不明身份 Unknown,7.1,剧情 / 悬疑 / 惊悚,美国/英国/德国/法国,2011,770.0,0.0
242,星空,7.2,剧情 / 爱情 / 奇幻,中国大陆/中国台湾,2011,1633.0,1.0
243,名侦探柯南：沉默的十五分钟 名探偵コナン 沈黙の15分,6.8,动画 / 悬疑,日本,2011,3060.0,0.0
244,猩球崛起 Rise of the Planet of the Apes,8.2,剧情 / 动作 / 科幻,美国,2011,20335.0,0.0
245,爱封了 I Phone You,5.3,喜剧 / 爱情,中国大陆/德国,2011,386.0,1.0
246,恋爱恐慌症,5.5,喜剧 / 爱情,中国大陆/中国台湾,2011,410.0,1.0
247,嘿店,3.3,喜剧 / 惊悚,中国大陆,2011,335.0,1.0
248,与时尚同居,5.6,喜剧 / 爱情,中国大陆,2011,680.0,1.0
249,一夜迷情 Last Night,7.2,剧情 / 爱情,美国/法国,2011,1055.0,0.0
250,床下有人,2.9,悬疑 / 惊悚,中国大陆,2011,1595.0,1.0
251,幸福额度,5.8,喜剧 / 爱情,中国大陆,2011,3335.0,1.0
252,永无止境 Limitless,7.5,科幻 / 悬疑 / 惊悚,美国,2011,5145.0,0.0
253,绿灯侠 Green Lantern,6.0,动作 / 科幻,美国,2011,7300.0,0.0
254,夏日乐悠悠,6.1,喜剧 / 爱情,中国大陆/中国香港,2011,375.0,1.0
