,电影名称,评分,类型,制片国家/地区,时间,票房（万）,国产
508,环太平洋 Pacific Rim,7.7,动作 / 科幻 / 冒险,美国,2013,70860.0,0.0
509,西游降魔篇,7.2,喜剧 / 奇幻 / 冒险,中国大陆/中国香港,2013,123537.0,1.0
510,魔境仙踪 Oz: The Great and Powerful,6.4,奇幻 / 冒险,美国,2013,16227.0,0.0
511,极乐空间 Elysium,6.4,剧情 / 动作 / 科幻,美国,2013,15827.0,0.0
512,特殊身份,4.4,动作 / 犯罪,中国大陆,2013,15361.0,1.0
513,快乐到家,3.3,喜剧,中国大陆,2013,14935.0,1.0
514,遗落战境 Oblivion,7.1,动作 / 科幻 / 冒险,美国,2013,14738.0,0.0
515,被偷走的那五年,6.0,爱情,中国大陆,2013,14693.0,1.0
516,毒战 毒戰,7.5,剧情 / 动作 / 犯罪,中国大陆/中国香港,2013,14517.0,1.0
517,惊天魔盗团 Now You See Me,7.8,剧情 / 犯罪 / 悬疑,美国/法国,2013,14080.0,0.0
518,蓝精灵2 The Smurfs 2,6.6,喜剧 / 动画 / 奇幻,美国,2013,13503.0,0.0
519,非常幸运,4.6,喜剧 / 爱情,中国大陆/中国香港,2013,13450.0,1.0
520,逃出生天,6.7,剧情 / 灾难,中国香港/中国大陆,2013,12944.0,1.0
521,喜羊羊与灰太狼之喜气羊羊过蛇年,6.7,喜剧 / 动画 / 家庭 / 冒险,中国大陆,2013,12177.0,1.0
522,天台爱情,6.7,喜剧 / 动作 / 爱情 / 歌舞,中国大陆/中国香港/中国台湾,2013,11783.999999999998,1.0
523,激战 激戰,7.9,剧情 / 动作 / 运动,中国香港/中国大陆,2013,11426.0,1.0
524,极速蜗牛 Turbo,7.4,喜剧 / 动画 / 冒险,美国,2013,11108.0,0.0
525,大明猩 ??? ?,5.5,剧情 / 喜剧 / 运动,中国大陆/韩国,2013,11086.0,1.0
526,生化危机5：惩罚 Resident Evil: Retribution,6.4,动作 / 科幻 / 恐怖,德国/加拿大/美国/法国,2013,10817.000000000002,0.0
527,侠探杰克 Jack Reacher,6.4,动作 / 惊悚 / 犯罪,美国,2013,9477.0,0.0
528,我想和你好好的,6.0,剧情 / 爱情,中国大陆,2013,8392.0,1.0
529,了不起的盖茨比 The Great Gatsby,8.0,剧情 / 爱情,澳大利亚/美国,2013,8222.0,0.0
530,笔仙Ⅱ,3.9,悬疑 / 惊悚,中国大陆,2013,8116.0,1.0
531,独行侠 The Lone Ranger,7.1,动作 / 西部 / 冒险,美国,2013,7926.0,0.0
532,赛尔号大电影3之战神联盟,5.9,动画 / 儿童 / 冒险,中国大陆,2013,7552.0,1.0
533,逆世界 Upside Down,6.4,剧情 / 爱情 / 科幻 / 奇幻,加拿大/法国,2013,7283.0,0.0
534,精灵旅社 Hotel Transylvania,8.1,喜剧 / 动画 / 奇幻,美国,2013,7274.0,0.0
535,我爱灰太狼2,3.9,喜剧 / 动画,中国大陆,2013,7251.0,1.0
536,斯大林格勒 Сталинград,6.3,动作 / 战争,俄罗斯,2013,7069.0,0.0
537,笑功震武林,4.7,喜剧 / 动作,中国大陆/中国香港,2013,6824.0,1.0
538,摩登年代,5.7,剧情 / 喜剧,中国大陆,2013,6758.0,1.0
539,洛克王国2：圣龙的心愿,6.5,动画 / 奇幻 / 冒险,中国大陆,2013,6556.0,1.0
540,悲惨世界 Les Misérables,8.7,剧情 / 爱情 / 歌舞,英国/美国,2013,6214.0,0.0
541,忠烈杨家将,6.2,战争 / 古装,中国大陆/中国香港,2013,6063.0,1.0
542,百星酒店,5.7,喜剧 / 爱情,中国大陆/中国香港,2013,5548.0,1.0
543,赤焰战场2 Red 2,7.2,喜剧 / 动作 / 犯罪,美国/法国/加拿大,2013,5498.0,0.0
544,潜艇总动员3：彩虹宝藏,4.3,动画 / 儿童,中国大陆,2013,5465.0,1.0
545,海啸奇迹 Lo imposible,7.8,剧情 / 灾难 / 家庭,西班牙/泰国/美国,2013,5379.0,0.0
546,宫锁沉香,5.4,剧情 / 爱情 / 古装,中国大陆,2013,5363.0,1.0
547,巨人捕手杰克 Jack the Giant Slayer,6.3,剧情 / 奇幻 / 冒险,美国,2013,5309.0,0.0
548,致命黑兰 Colombiana,7.1,剧情 / 动作 / 惊悚 / 犯罪,法国,2013,4972.0,0.0
549,森林战士 Epic,7.4,动画 / 奇幻 / 冒险,美国,2013,4916.0,0.0
550,背水一战 The Last Stand,6.9,喜剧 / 动作 / 犯罪,美国,2013,4892.0,0.0
551,劫案迷云 Stolen,6.1,剧情 / 动作 / 惊悚 / 犯罪,美国,2013,4336.0,0.0
552,控制,5.8,动作 / 科幻 / 犯罪 / 悬疑,中国香港/中国大陆,2013,4312.0,1.0
553,神奇,2.9,剧情 / 爱情 / 运动,中国大陆,2013,4280.0,1.0
554,辛巴达历险记2013,5.0,动画 / 冒险,中国大陆,2013,3751.0,1.0
555,开心超人,8.3,动画 / 冒险,中国大陆,2013,3345.0,1.0
556,在一起,3.7,爱情,中国香港/中国大陆,2013,3145.0,1.0
557,青春派,7.4,剧情 / 爱情,中国大陆,2013,3078.0,1.0
558,白狐,3.5,动作 / 爱情 / 奇幻 / 古装,中国大陆,2013,3047.0,1.0
559,我爱的是你爱我,5.4,剧情 / 爱情,中国大陆,2013,2940.0,1.0
560,越来越好之村晚,4.3,喜剧 / 爱情,中国大陆,2013,2827.0,1.0
561,特警判官 Dredd,6.5,动作 / 科幻 / 惊悚 / 犯罪,英国/美国/印度/南非,2013,2784.0,0.0
562,超级经纪人 超級經理人,4.9,喜剧,中国香港/中国大陆,2013,2732.0,1.0
563,魁拔之大战元泱界,8.2,动作 / 动画 / 奇幻 / 冒险,中国大陆,2013,2440.0,1.0
564,枕边有张脸,3.8,悬疑 / 惊悚,中国大陆,2013,2328.0,1.0
565,意外的恋爱时光,5.6,喜剧 / 爱情,中国大陆,2013,2288.0,1.0
566,一场风花雪月的事,4.5,动作 / 爱情 / 犯罪,中国大陆,2013,2253.0,1.0
567,同谋 同謀,5.1,剧情 / 悬疑 / 犯罪,中国香港/中国大陆,2013,2223.0,1.0
568,圣诞玫瑰,6.1,剧情 / 悬疑 / 犯罪,中国大陆/中国香港,2013,2087.0,1.0
569,电梯惊魂,3.6,悬疑 / 惊悚,中国大陆,2013,2078.0,1.0
570,5月天诺亚方舟,8.5,剧情 / 纪录片 / 音乐,中国台湾,2013,1995.0,1.0
571,81号农场之保卫麦咭,5.2,喜剧 / 动画 / 家庭,中国大陆,2013,1889.0,1.0
572,诡婴吉咪 詭嬰,3.7,惊悚,中国大陆,2013,1748.0,1.0
573,穿越火线 Август. Восьмого,6.8,剧情 / 动作 / 战争 / 科幻,俄罗斯,2013,1688.0,0.0
574,被解救的姜戈 Django Unchained,8.8,剧情 / 动作 / 西部 / 冒险,美国,2013,1648.0,0.0
575,孤岛惊魂2,2.9,悬疑 / 惊悚 / 恐怖,中国大陆,2013,1603.0,1.0
576,昆塔：盒子总动员,6.2,喜剧 / 动画 / 冒险,中国大陆,2013,1414.0,1.0
577,201314,4.3,爱情,中国大陆,2013,1293.0,1.0
578,制服,5.1,犯罪,中国大陆,2013,1275.0,1.0
579,赤警威龙 Bullet to the Head,5.9,动作 / 犯罪 / 惊悚,美国,2013,1255.0,0.0
580,金刚王：死亡救赎,5.5,剧情 / 动作,中国大陆,2013,1238.0,1.0
581,"萨米大冒险2 Sammy&#39,s avonturen 2",6.7,动画 / 冒险,比利时/美国/法国,2013,1213.0,0.0
582,爱神,6.6,喜剧 / 爱情,中国大陆,2013,1191.0,1.0
583,王牌情敌 2013我愛HK恭囍發財,5.6,喜剧 / 爱情,中国香港,2013,1142.0,1.0
584,回到爱开始的地方,6.4,剧情 / 爱情,中国大陆/中国台湾,2013,1096.0,1.0
585,波鲁鲁冰雪大冒险,6.5,动画 / 家庭 / 儿童 / 冒险,韩国/中国大陆,2013,1084.0,1.0
586,一路顺疯,5.2,喜剧,中国大陆,2013,1072.0,1.0
587,叶问：终极一战 葉問：終極一戰,6.2,剧情 / 动作 / 传记,中国大陆/中国香港,2013,1062.0,1.0
588,女蛹,6.6,爱情 / 悬疑 / 惊悚,中国大陆,2013,1050.0,1.0
589,杀戒,5.4,爱情 / 悬疑,中国大陆,2013,930.0,1.0
590,绿林大冒险,6.1,动画 / 奇幻 / 冒险,中国大陆,2013,804.0,1.0
591,夺命追踪 Gone,6.0,剧情 / 悬疑 / 惊悚,美国,2013,791.0,0.0
592,愤怒的小孩,6.3,喜剧 / 儿童,中国大陆,2013,776.0,1.0
593,逆光飞翔 逆光飛翔,8.2,剧情 / 爱情,中国台湾,2013,772.0,1.0
594,奥林匹斯的陷落 Olympus Has Fallen,6.5,动作 / 犯罪,美国,2013,3943.0,0.0
595,双雄 Welcome to the Punch,5.9,动作 / 犯罪 / 惊悚 / 冒险,英国/美国,2013,753.0,0.0
596,我的男男男男朋友,3.7,喜剧 / 爱情,中国大陆,2013,745.0,1.0
597,临终囧事,5.5,喜剧 / 恐怖,中国大陆,2013,739.0,1.0
598,咒·丝,4.6,惊悚,中国大陆,2013,708.0,1.0
599,一座城池,5.4,剧情 / 喜剧,中国大陆,2013,658.0,1.0
600,猎仇者,4.2,悬疑 / 惊悚 / 犯罪,中国大陆/中国香港,2013,566.0,1.0
601,圣龙奇兵大冒险,5.5,动画 / 冒险 / 武侠,中国大陆,2013,563.0,1.0
602,青蛙王国,6.6,动画 / 冒险,中国大陆,2013,1712.0,1.0
603,金太狼的幸福生活,6.3,喜剧,中国大陆,2013,539.0,1.0
604,一路狂奔,3.2,喜剧,中国大陆,2013,526.0,1.0
605,爱情银行,6.0,剧情 / 爱情,中国大陆,2013,513.0,1.0
606,午夜微博,3.4,悬疑 / 惊悚 / 恐怖,中国大陆,2013,508.0,1.0
607,疯狂的导演,3.1,喜剧,中国大陆,2013,493.0,1.0
608,变形金刚4：绝迹重生 Transformers: Age of Extinction,6.7,动作 / 科幻,美国/中国大陆/中国香港,2014,196495.0,1.0
609,心花路放,7.2,喜剧 / 爱情,中国大陆,2014,114911.0,1.0
610,西游记之大闹天宫,4.3,动作 / 奇幻,中国大陆/中国香港,2014,102893.00000000001,1.0
611,智取威虎山,7.7,剧情 / 动作 / 战争 / 冒险,中国大陆/中国香港,2014,88314.0,1.0
612,星际穿越 Interstellar,9.4,剧情 / 科幻 / 冒险,美国/英国/加拿大,2014,74799.0,0.0
613,X战警：逆转未来 X-Men: Days of Future Past,8.2,剧情 / 动作 / 科幻 / 冒险,美国/英国,2014,71860.0,0.0
614,美国队长2 Captain America: The Winter Soldier,8.0,动作 / 科幻 / 冒险,美国,2014,71249.0,0.0
615,猩球崛起2：黎明之战 Dawn of the Planet of the Apes,7.7,剧情 / 动作 / 科幻,美国,2014,71154.0,0.0
616,爸爸去哪儿,5.8,儿童 / 喜剧 / 家庭,中国大陆,2014,68579.0,1.0
617,分手大师,5.1,喜剧 / 爱情,中国大陆,2014,65608.0,1.0
618,后会无期,7.2,剧情,中国大陆,2014,62299.0,1.0
619,匆匆那年,5.6,爱情,中国大陆,2014,60320.0,1.0
620,银河护卫队 Guardians of the Galaxy,8.1,动作 / 科幻 / 冒险,美国/英国,2014,59033.0,0.0
621,超凡蜘蛛侠2 The Amazing Spider-Man 2,7.7,动作 / 科幻 / 奇幻 / 冒险,美国,2014,58247.0,0.0
622,澳门风云 賭城風雲,5.8,喜剧 / 动作,中国大陆/中国香港,2014,51846.0,1.0
623,一步之遥,6.6,剧情 / 喜剧 / 动作,中国大陆/美国/中国香港,2014,51075.0,1.0
624,小时代3：刺金时代,4.7,剧情 / 喜剧 / 爱情,中国大陆/中国台湾,2014,50713.0,1.0
625,哥斯拉 Godzilla,6.6,动作 / 科幻 / 冒险 / 灾难,美国/日本,2014,47764.0,0.0
626,霍比特人2：史矛革之战 The Hobbit: The Desolation of Smaug,8.5,动作 / 奇幻 / 冒险,美国/新西兰,2014,45809.0,0.0
627,敢死队3 The Expendables 3,6.9,动作 / 惊悚 / 冒险,美国/法国,2014,45353.0,0.0
628,同桌的妳,6.0,剧情 / 爱情,中国大陆,2014,45026.0,1.0
629,驯龙高手2 How to Train Your Dragon 2,8.1,动画 / 奇幻 / 冒险,美国,2014,40122.0,0.0
630,极品飞车 Need for Speed,7.3,剧情 / 动作 / 犯罪 / 惊悚,美国/菲律宾/爱尔兰/英国,2014,40881.0,0.0
631,明日边缘 Edge of Tomorrow,8.2,动作 / 科幻,美国/加拿大,2014,40400.0,0.0
632,京城81号,4.8,剧情 / 悬疑 / 恐怖,中国大陆,2014,40194.0,1.0
633,北京爱情故事,6.1,爱情,中国大陆,2014,4.0028,1.0
634,忍者神龟：变种时代 Teenage Mutant Ninja Turtles,6.6,喜剧 / 动作 / 科幻 / 冒险,美国,2014,38518.0,0.0
635,白发魔女传之明月天国,3.8,动作 / 爱情 / 奇幻 / 武侠 / 古装,中国大陆/中国香港,2014,38492.0,1.0
636,亲爱的,8.4,剧情 / 家庭,中国大陆/中国香港,2014,33854.0,1.0
637,神偷奶爸2 Despicable Me 2,8.1,喜剧 / 动画 / 冒险,美国/法国/日本,2014,32117.0,0.0
638,机械战警 RoboCop,6.4,动作 / 科幻 / 犯罪,美国,2014,31153.0,0.0
639,窃听风云3,6.4,动作 / 犯罪 / 悬疑 / 惊悚,中国香港/中国大陆,2014,30627.0,1.0
640,冰雪奇缘 Frozen,8.4,喜剧 / 动画 / 奇幻 / 歌舞,美国,2014,29573.0,0.0
641,沉睡魔咒 Maleficent,7.4,奇幻 / 冒险,美国/英国,2014,29380.0,0.0
642,微爱之渐入佳境,4.5,喜剧 / 爱情,中国大陆,2014,28498.0,1.0
643,归来,8.0,剧情 / 历史 / 爱情,中国大陆,2014,28374.0,1.0
644,超体 Lucy,7.4,动作 / 科幻,法国/德国/中国台湾/加拿大/美国/英国,2014,27507.0,1.0
645,马达加斯加的企鹅 Penguins of Madagascar,7.7,喜剧 / 动画 / 冒险,美国,2014,25024.0,0.0
646,里约大冒险2 Rio 2,7.7,喜剧 / 动画 / 冒险,美国,2014,24288.0,0.0
647,熊出没之夺宝熊兵,7.8,喜剧 / 动画 / 冒险 / 家庭,中国大陆,2014,24195.000000000004,1.0
648,一生一世,5.3,爱情,中国大陆/中国香港,2014,22815.0,1.0
649,撒娇女人最好命,5.7,喜剧 / 爱情,中国大陆/中国香港,2014,22511.0,1.0
650,太平轮(上),6.0,剧情 / 爱情 / 战争,中国大陆/中国香港,2014,20571.0,1.0
651,闺蜜,5.3,喜剧 / 爱情,中国大陆,2014,20245.000000000004,1.0
652,老男孩猛龙过江,5.7,剧情 / 喜剧,中国大陆,2014,20215.0,1.0
653,痞子英雄2：黎明升起 痞子英雄2：黎明再起,5.6,剧情 / 动作 / 犯罪,中国大陆/中国台湾/中国香港,2014,19739.0,1.0
654,单身男女2 單身男女II,5.5,喜剧 / 爱情,中国香港/中国大陆,2014,19615.0,1.0
655,四大名捕大结局,5.2,动作 / 爱情 / 悬疑 / 武侠 / 古装,中国大陆/中国香港,2014,19187.0,1.0
656,暴力街区 Brick Mansions,7.1,剧情 / 动作 / 犯罪,法国/加拿大/美国/西班牙,2014,18619.0,0.0
657,黄飞鸿之英雄有梦,5.7,剧情 / 动作 / 爱情 / 武侠,中国大陆/中国香港/英国,2014,18070.0,1.0
658,我的早更女友,5.5,喜剧 / 爱情,中国大陆,2014,16240.000000000002,1.0
659,一触即发 Jack Ryan: Shadow Recruit,5.7,剧情 / 动作 / 惊悚,美国/俄罗斯,2014,15891.0,0.0
660,移动迷宫 The Maze Runner,7.1,动作 / 科幻 / 冒险,美国/英国,2014,14849.000000000002,0.0
661,冰封：重生之门,4.0,喜剧 / 动作 / 奇幻,中国大陆,2014,14052.0,1.0
662,"安德的游戏 Ender&#39,s Game",7.1,动作 / 科幻 / 冒险,美国,2014,13769.0,0.0
663,超验骇客 Transcendence,6.6,动作 / 爱情 / 科幻,美国/中国大陆/英国,2014,12497.0,1.0
664,前任攻略,6.1,喜剧 / 爱情,中国大陆,2014,1.1841,1.0
665,"天才眼镜狗 Mr. Peabody &amp, Sherman",7.6,喜剧 / 科幻 / 动画 / 冒险,美国,2014,11817.0,0.0
666,狂怒 Fury,8.0,剧情 / 动作 / 战争,美国/中国大陆/英国,2014,11760.0,1.0
667,一个人的武林,6.6,动作 / 惊悚,中国大陆/中国香港,2014,11603.000000000002,1.0
668,不惧风暴 Into the Storm,6.7,动作 / 灾难,美国,2014,10981.0,0.0
669,魔警,6.1,动作 / 犯罪 / 悬疑 / 惊悚,中国香港/中国大陆,2014,10740.0,1.0
670,空中营救 Non-Stop,7.6,动作 / 悬疑 / 惊悚 / 灾难,英国/法国/美国,2014,10418.0,0.0
671,白日焰火,7.6,剧情 / 犯罪 / 悬疑,中国大陆,2014,10157.0,1.0
672,临时同居 失戀急讓,5.1,喜剧 / 爱情,中国香港/中国大陆,2014,10084.0,1.0
673,庞贝末日 Pompeii,6.2,动作 / 爱情 / 冒险 / 灾难,加拿大/德国/美国,2014,9648.0,0.0
674,反贪风暴 Z風暴,6.2,剧情 / 动作 / 犯罪,中国香港/中国大陆,2014,9446.0,1.0
675,绣春刀,7.7,剧情 / 动作 / 武侠 / 古装,中国大陆,2014,9267.0,1.0
676,喜羊羊与灰太狼之飞马奇遇记,6.3,喜剧 / 动画 / 奇幻 / 冒险 / 家庭,中国大陆,2014,8342.0,1.0
677,整容日记,4.7,喜剧 / 爱情,中国大陆/中国香港,2014,8301.0,1.0
678,宙斯之子：赫拉克勒斯 Hercules,6.1,动作 / 奇幻 / 冒险,美国/匈牙利,2014,8148.0,0.0
679,六福喜事,5.3,喜剧 / 爱情,中国大陆/中国香港,2014,7903.0,1.0
680,分歧者：异类觉醒 Divergent,6.6,动作 / 科幻 / 冒险,美国,2014,7660.0,0.0
681,触不可及,5.6,爱情 / 战争,中国大陆,2014,7600.0,1.0
682,救火英雄,7.3,动作 / 灾难,中国香港/中国大陆,2014,7274.0,1.0
683,英雄之战,3.1,动作 / 爱情,中国大陆,2014,7216.0,1.0
684,雪国列车 ????,7.6,剧情 / 动作 / 科幻,韩国/捷克,2014,6807.0,0.0
685,露水红颜,5.0,爱情,中国大陆,2014,6428.0,1.0
686,盗马记 盜馬記,5.0,喜剧 / 动作 / 爱情 / 悬疑,中国大陆/中国香港,2014,6150.0,1.0
687,神秘世界历险记2,6.6,动画 / 冒险 / 家庭,中国大陆,2014,6120.0,1.0
688,赛尔号大电影4：圣魔之战,5.9,剧情 / 儿童 / 动画 / 冒险,中国大陆,2014,6065.0,1.0
689,神笔马良,6.0,动画 / 奇幻,中国大陆,2014,5717.0,1.0
690,秦时明月之龙腾万里,6.9,动画 / 奇幻 / 冒险 / 武侠,中国大陆,2014,5710.0,1.0
691,龙之谷：破晓奇兵,7.7,动画 / 奇幻 / 冒险,中国大陆,2014,5661.0,1.0
692,别惹我 Malavita,7.2,喜剧 / 犯罪 / 惊悚,法国/英国/美国,2014,5539.0,0.0
693,脱轨时代,6.1,喜剧 / 爱情,中国大陆,2014,5409.0,1.0
694,火鸡总动员 Free Birds,6.1,喜剧 / 动画 / 冒险,美国,2014,4907.0,0.0
695,黄金时代,7.4,剧情 / 传记 / 爱情,中国大陆/中国香港,2014,4876.0,1.0
696,笔仙3,4.3,悬疑 / 惊悚,中国大陆,2014,4860.0,1.0
697,盟军夺宝队 The Monuments Men,5.5,剧情 / 传记 / 历史 / 战争,美国/德国,2014,4669.0,0.0
698,潜艇总动员4：章鱼奇遇记,4.4,喜剧 / 动画 / 冒险,中国大陆,2014,4563.0,1.0
699,冰川时代2：融冰之灾 Ice Age: The Meltdown,8.2,喜剧 / 动画 / 冒险,美国,2014,4327.0,0.0
700,铠甲勇士之雅塔莱斯,6.9,剧情 / 动作 / 科幻,中国大陆,2014,4281.0,1.0
701,麦兜·我和我妈妈 麥兜?我和我媽媽,8.6,喜剧 / 动画 / 家庭,中国香港/中国大陆,2014,4212.0,1.0
702,猪猪侠之勇闯巨人岛,5.1,喜剧 / 动画 / 冒险,中国大陆,2014,4116.0,1.0
703,新大头儿子和小头爸爸之秘密计划,5.1,儿童 / 动画 / 家庭,中国大陆,2014,4022.0,1.0
704,斑马总动员 Khumba,5.8,动画 / 冒险 / 家庭,南非,2014,3945.0,0.0
705,甜蜜杀机 甜蜜殺機,6.0,喜剧 / 爱情 / 犯罪,中国台湾,2014,3656.0,1.0
706,全城通缉,4.6,剧情 / 悬疑,中国大陆,2014,3441.0,1.0
707,笔仙惊魂3,3.4,悬疑 / 惊悚 / 恐怖,中国大陆,2014,3403.0,1.0
708,绝命航班 Last Flight,3.5,动作 / 惊悚 / 灾难,中国大陆,2014,3315.0,1.0
709,蜂鸟特攻 Hummingbird,6.5,剧情 / 动作 / 犯罪 / 惊悚,英国/美国,2014,3202.0,0.0
710,家园防线 Homefront,6.5,动作 / 犯罪 / 惊悚,美国,2014,3199.0,0.0
711,王牌,4.6,剧情 / 悬疑,中国大陆,2014,3129.0,1.0
712,天河,5.0,剧情,中国大陆,2014,2881.0,1.0
713,昆虫总动员 Minuscule: la Vallée des Fourmis Perdues,8.4,动画 / 冒险,法国/比利时,2014,2878.0,0.0
714,完美假妻168,5.0,喜剧 / 爱情 / 悬疑,中国大陆,2014,2848.0,1.0
715,考拉大冒险 ??? ??: ??? ??,5.5,动画 / 冒险 / 家庭,韩国/美国,2014,2838.0,0.0
716,圣杯神器：骸骨之城 The Mortal Instruments: City of Bones,5.7,动作 / 奇幻 / 冒险,美国/德国/加拿大,2014,2819.0,0.0
717,大话天仙,3.4,喜剧 / 奇幻 / 古装,中国大陆/中国香港,2014,2805.0,1.0
718,疯狂72小时,4.7,喜剧,中国大陆,2014,2613.0,1.0
719,怨灵人偶,3.1,惊悚 / 恐怖,中国大陆,2014,2561.0,1.0
720,大力神 The Legend of Hercules,5.0,动作 / 冒险,美国,2014,2516.0,0.0
721,摩纳哥王妃 Grace of Monaco,6.8,剧情 / 传记 / 爱情,法国/美国/比利时/意大利/瑞士,2014,2508.0,0.0
722,辛巴达历险记2,4.1,喜剧 / 动画 / 冒险,中国大陆,2014,2478.0,1.0
723,鸣梁海战 ??,7.2,剧情 / 传记 / 动作 / 战争,韩国,2014,2443.0,0.0
724,百变爱人 Delete愛人,4.5,喜剧 / 爱情,中国香港/中国大陆,2014,2374.0,1.0
725,魁拔Ⅲ战神崛起,8.6,动作 / 动画 / 奇幻 / 冒险,中国大陆,2014,2350.0,1.0
726,极地大冒险2 Niko 2: Lent?j?veljekset,6.1,剧情 / 喜剧 / 动画 / 冒险,芬兰/德国/丹麦/爱尔兰,2014,2290.0,0.0
727,"夜莺 Le Promeneur d&#39,Oiseau",6.5,剧情 / 家庭,中国大陆/法国,2014,2109.0,1.0
728,谁说我们不会爱,3.6,爱情,中国大陆,2014,2099.0,1.0
729,食人虫,3.2,科幻 / 惊悚 / 灾难,中国大陆,2014,2071.0,1.0
730,我在路上最爱你 ? ???,3.6,剧情 / 爱情,中国大陆/韩国,2014,2060.0,1.0
731,机器纪元 Autómata,6.3,科幻 / 惊悚,西班牙/保加利亚,2014,2042.0,0.0
732,魔幻仙踪,4.8,动画 / 奇幻 / 冒险,中国大陆,2014,2020.0,1.0
733,美国骗局 American Hustle,6.8,剧情 / 犯罪,美国,2014,1965.0,0.0
734,幻影车神：魔盗激情 Dhoom 3,7.5,动作 / 犯罪 / 惊悚,印度,2014,1927.0,0.0
735,怨灵,4.0,惊悚 / 恐怖,中国大陆/韩国,2014,1831.0,1.0
736,81号农场之疯狂的麦咭,4.7,喜剧 / 动画 / 冒险 / 家庭,中国大陆,2014,1820.0,1.0
737,碟仙诡谭,3.1,惊悚,中国大陆,2014,1800.0,1.0
738,夺命地铁 Метро,6.8,剧情 / 惊悚 / 灾难,俄罗斯,2014,1738.0,0.0
739,白雪公主之矮人力量,3.5,喜剧 / 动画 / 奇幻 / 冒险,中国大陆,2014,1735.0,1.0
740,末日浩劫 Los últimos días,5.8,科幻 / 惊悚 / 冒险 / 灾难,西班牙/法国,2014,1636.0,0.0
741,美女与野兽 La belle et la bête,6.9,爱情 / 奇幻,法国/德国,2014,1626.0,0.0
742,床下有人2,2.9,悬疑 / 惊悚,中国大陆,2014,1476.0,1.0
743,人间·小团圆 香港仔,5.5,剧情,中国香港/中国大陆,2014,1414.0,1.0
744,大话西游之大圣娶亲 西遊記大結局之仙履奇緣,9.2,喜剧 / 爱情 / 奇幻 / 古装,中国香港/中国大陆,2014,1404.0,1.0
745,过界男女 過界,5.7,剧情 / 爱情,中国香港,2014,1403.0,1.0
746,男人不可以穷 男人唔可以窮,6.0,剧情 / 喜剧,中国香港/中国大陆,2014,1356.0,1.0
747,夜半梳头,3.6,悬疑 / 惊悚,中国大陆,2014,1309.0,1.0
748,我的播音系女友,3.8,喜剧 / 爱情,中国大陆,2014,1262.0,1.0
749,速度与激情7 Furious 7,8.4,动作 / 犯罪,美国/中国大陆/日本,2015,242432.00000000003,1.0
750,捉妖记,6.7,喜剧 / 奇幻 / 古装,中国大陆/中国香港,2015,238211.0,1.0
751,寻龙诀,7.4,剧情 / 动作 / 奇幻 / 冒险,中国大陆/中国香港,2015,168188.0,1.0
752,港囧,5.7,喜剧,中国大陆,2015,161163.0,1.0
753,复仇者联盟2：奥创纪元 Avengers: Age of Ultron,7.5,动作 / 科幻 / 奇幻 / 冒险,美国,2015,146183.0,0.0
754,夏洛特烦恼,7.8,喜剧 / 爱情,中国大陆,2015,144113.0,1.0
755,侏罗纪世界 Jurassic World,7.7,动作 / 科幻 / 冒险,美国,2015,141970.0,0.0
756,煎饼侠,5.8,喜剧,中国大陆,2015,115707.0,1.0
757,澳门风云2 賭城風雲II,5.6,喜剧 / 动作,中国香港/中国大陆,2015,97310.0,1.0
758,西游记之大圣归来,8.3,剧情 / 动画 / 奇幻,中国大陆,2015,94833.0,1.0
759,老炮儿,7.5,剧情 / 犯罪,中国大陆,2015,90224.0,1.0
